OBJECTID,EDITNOTES,Cnt_EDITNOTES
-1,DELETE - extraneous segment of roadway.,1
-1,DELETE - Incorrect segment. This is a residential driveway. Balmoral Ave is to the south.,1
-1,DELETE - No road at this location.,2
-1,DELETE - No Road Exists,3
-1,DELETE - NO Road exists here.,1
-1,DELETE - NO ROAD HERE.,1
-1,DELETE - NO ROAD. Goes through a shooting range. I don't think cars drive through shooting ranges...,1
-1,DELETE - No roadway in use here,1
-1,DELETE - No roadway present. No indication it will get built. Please REMOVE.,2
-1,DELETE - No roadway present. No indication of future roadway. Please remove.,1
-1,DELETE - Non-existant road segment. Please delete completely.,1
-1,DELETE - Non-existant roadway,1
-1,DELETE - NOT an A64 by any means! Office parking lot...,1
-1,"DELETE - Obliterated, DE-CERTIFIED segment of former county road (Verified through ACRC)",1
-1,DELETE - Please. Gated access road to a private parking lot.,1
-1,DELETE - Ramp removed during construction of Blue Star/North Shore Roundabout.,1
-1,DELETE - Road Does Not Exist,1
-1,DELETE - Road does not exist.,1
-1,"DELETE - Road drawn in wrong place; actually 1,030 feet north (see new road segment added)",1
-1,"DELETE - Road obliterated several years ago - If ACRC has not decertified segment yet, then make FCC=""A90""",1
-1,DELETE - Roadway does not exist nor will it in the foreseeable future.,2
-1,DELETE - Roadway segment does NOT exist.,1
-1,DELETE - Second delete request. This is the poor guy's driveway! NOT a named private road..,1
-1,DELETE - Second delete request; ROAD STILL DOES NOT EXIST,1
-1,DELETE - Second delete request; street does not exist,1
-1,DELETE - Second request to delete; road is 1/2 mile to the west and was added previously.,1
-1,DELETE - Street no longer exists here.,1
-1,DELETE - THERE IS STILL NO ROAD HERE AT ALL.,2
-1,DELETE - This has FCC = A41 (private) but LEGALSYSTEM = 3 (County Local). Segment obliterated / no longer exists. Either,1
-1,DELETE - This is a gated parking lot access to a private facility.,1
-1,DELETE - This is NOT a certified county road (check w/ACRC if there's a question) + There is NO ROAD here,1
-1,DELETE - this is not a private cul-de-sac (A43),1
-1,"DELETE - this is not Harley Ct, this is a friggin' driveway",1
-1,DELETE - This is NOT Prairiewood Dr (it's a private driveway),1
-1,DELETE - This is NOT Unity Ln (see next pvt drive to the north!). Please DELETE.,1
-1,DELETE - Uncertified Road No Longer Exists,1
-1,"DELETE - Uncertified Road No Longer Exists, corrected address ranges",1
-1,DELETE - Verified: This is a single home driveway.,1
-1,DELETE middle segment - Permanently blocked,1
-1,"DELETE private dr, Burton Dr exists to the West",3
-1,DELETE segment - improperly placed.,1
-1,DELETE segment - not a private road - obliterated completely,1
-1,DELETE this segment.,1
-1,DELETE unnecessary segment,1
-1,"delete, it's now a driveway to a single house",1
-1,"delete, it is now a driveway to a single house",1
-1,"delete, not a road",1
-1,DELETE. AGAIN.,1
-1,"drop fename2 and change fetype and address ranges,20120618 Corrected FENAME and FENAME2 + Corrected ADDRESS RANGES",1
-1,edit address range,1
-1,edited fraddl and fraddr,1
-1,emove Incorrect FENAME2 (Really? I-94? In Holland?) + Corrected ADDRESS RANGES,1
-1,EXTENDED segment to the west for repositioned Lilly Ct + Adjusted ADDRESS RANGES,1
-1,"extension to Pacific Ave, addressed private road segment",1
-1,FCC - A41 not A43 (NOT a private cul-de-sac),1
-1,"FCC = A90 (NON-DRIVEABLE footpath for New Richmond Br Co Pk) + Fix FENAME, FENAME2, ADDRESSES + Add FENAME3 + REPOSITION",2
-1,"FCC A31 from A32 - this is part of Blue Star Hwy (A31) now, not 139th Ave (A32); Correct ADDRESSES; Add FENAME2; reposit",1
-1,FCC change - This is a private cul-de-sac (""A43"") + REPOSITIONED + Fix FEDIRP/FETYPE + Fix ADDRESSES + Fix TRAFALIGN,1
-1,FCC Change to ""A32"" (Part of a CITY MINOR roundabout) + Change LEGALSYSTEM to ""5"" + Add ADDRESSES & ZIPs,5
-1,FCC change to A90 - this segment was obliterated and no longer physically exists. Check with ACRC if there are questions,1
-1,FCC Change to A90 (Certified but NOT DRIVEABLE - no road here) + Added ADDRESSES,6
-1,fix addres range,2
-1,Fix FCC (A43 to A41 - NOT a cul-de-sac - has a TREE in the middle!) + REPOSITION + Add ADDRESSES + Add FETYPE2,1
-1,it's a parking lot,1
-1,"last fix 20090126, address range",2
-1,MAJOR REPOSITIONING - scale back to actual route of street + Correct ADDRESS RANGES,1
-1,modified 01/26/2009,1
-1,modified address ranges,3
-1,Modified FENAME,1
-1,Modified FENAME + Added ADDRESS RANGES,1
-1,modified roadname and address ranges,1
-1,modify address ranges,3
-1,Moved western end of segment to proper location + Corrected ADDRESS RANGES,1
-1,"New ""A90"" segment (no actual, driveable roadway) to give 876 total feet for certified road. (Note: FCC = A90)",1
-1,New A43 - PRIVATE CUL-DE-SAC (This is a cul-de-sac),1
-1,New access roadway (FCC = A41),2
-1,"NEW address, named private road (second request to add this road)",1
-1,New Boating Access Site (FCC = A67) roadway,5
-1,New circle drive segment - NOT A CUL-DE-SAC (e.g. NOT an FCC of A43!),4
-1,NEW City Minor street segment,1
-1,NEW Cul-de-sac (FCC=A33) segment,2
-1,New cul-de-sac loop segment with address ranges + Note TRAFALIGN,3
-1,NEW cul-de-sac segment (FCC=A43) + Added FENAME/ADDRESSES/etc.,1
-1,New cutoff segment,1
-1,NEW freeway on-ramp (FCC = A13),1
-1,New named  private road with address ranges,1
-1,NEW named & addressed private road segment,2
-1,New named and addressed private road segment,1
-1,New named boat launch (FCC = A67). Note TRAFALIGN.,3
-1,NEW named private road,1
-1,NEW named private road segment,1
-1,New named private road segment with addresses.,1
-1,New named private road with addresses.,1
-1,"NEW named, address (circular) private road segment + Note TRAFALIGN (""+"")",1
-1,"NEW named, address private road",2
-1,"NEW named, address private road (FCC=A41)",1
-1,"NEW named, address private road (southbound side of divided road) + Note TRAFALIGN",1
-1,"NEW named, address private road + Note TRAFALGIN",2
-1,"NEW named, address private road segment",3
-1,"NEW named, address private road segment (NOT FCC = A43) + Note TRAFALIGN",2
-1,"NEW named, address private road segment + Note TRAFALIGN",3
-1,"NEW named, addressed (circular) private roadway + Note TRAFALIGN (""+"")",1
-1,"NEW named, addressed County Local CUL-DE-SAC (FCC=A33).",1
-1,"NEW named, addressed COUNTY LOCAL road.",1
-1,"NEW named, addressed private (FCC=A41) road",1
-1,"NEW named, addressed private CUL-DE-SAC (FCC = A43)",1
-1,"NEW named, addressed private cul-de-sac (FCC = A43) + Note TRAFALIGN",1
-1,"NEW named, addressed private CUL-DE-SAC (FCC=""A43"")",1
-1,"NEW named, addressed private CUL-DE-SAC (FCC=A43) - Second add request on this",1
-1,"NEW named, addressed private raod",1
-1,"New named, addressed private road",1
-1,"NEW named, addressed private road",16
-1,"NEW named, addressed Private Road",1
-1,"NEW named, addressed private road (also includes FENAME2/FETYPE2)",1
-1,"NEW named, addressed private road (EVEN address ranges on BOTH sides!)",1
-1,"NEW named, addressed private road (FCC = A41)",1
-1,"NEW named, addressed private road (FCC=A41) - Second add request on this",1
-1,"NEW named, addressed private road (make sure ADJ_CNTY = 5)",1
-1,"NEW named, addressed private road (NOTE FCC = A43 - Private CUL-DE-SAC)",1
-1,"NEW named, addressed private road (NOTE: Yes, there IS an apostrophe ( ' ) in the middle of this Native American street",2
-1,"NEW named, addressed private road + Note TRAFALIGN = ""+""",5
-1,"NEW named, addressed private road CUL-DE-SAC (FCC=A43)",1
-1,"New named, addressed private road segment",2
-1,"NEW named, addressed private road segment",6
-1,"NEW named, addressed private road segment - Not an A43 since there is an undriveable obstruction in the turnaround",2
-1,"NEW named, addressed private road segment + Note TRAFALIGN",1
-1,"NEW named, addressed private road segment + Note TRAFALIGN = ""-""",1
-1,"NEW named, addressed private road segment. Note TRAFALIGN.",1
-1,"NEW named, addressed private road with LOOP at the west end (NOT an A43 cul-de-sac!)",3
-1,"NEW named, addressed private road. Note FCC = ""A43"" (cul-de-sac)",2
-1,"NEW named, addressed private roadway",2
-1,"NEW named, addressed private street (FCC = A41) + Note TRAFALIGN",2
-1,"NEW named, addressed private street.",1
-1,"New named, addressed roundabout segment + Note TRAFALIGN",5
-1,"NEW named, addressed uncertified road segment (Note TRAFALIGN value)",2
-1,"New named, addressed uncertified road segment.",1
-1,"NEW named, addressed unclassified (FCC=A41) road segment",1
-1,"NEW named, private CUL-DE-SAC (FCC=A43) - Second request to add this one",1
-1,"NEW named, private road",1
-1,"NEW named, private road (addresses unknown)",1
-1,"NEW named, private road (FCC=A41) - Second request to add this one",1
-1,NEW named/addressed private road segment,2
-1,"New non-certified, named, addressed cul-de-sac segment (FCC=A43)",1
-1,New PRIVATE (FCC = A41) road,1
-1,New private access road segment,6
-1,New private access roadway (FIELD CHECKED - It's there),1
-1,New private CUL-DE-SAC (FCC = ""A43"") w/roadname + addresses.,1
-1,New private cul-de-sac (FCC = A43) with address ranges,3
-1,NEW Private CUL-DE-SAC (FCC=A33) + Added FENAME/FETYPE +  Added ADDRESS RANGES,1
-1,New PRIVATE CUL-DE-SAC (FCC=A43),1
-1,New Private CUL-DE-SAC (FCC=A43) segment + Address Ranges,1
-1,NEW Private Cul-de-Sac segment (FCC = A43),1
-1,New private road,1
-1,NEW private road - not yet named or addressed,1
-1,New private road (A41),3
-1,New private road (unnamed) with address ranges,1
-1,NEW private road segment + Note TRAFALIGN,1
-1,New Private road segment with addresses + Note TRAFALIGN,2
-1,New private road segment with street name,1
-1,New Private Road w/Address Ranges,1
-1,New private road w/roadname + addresses.,1
-1,New private road with address range,2
-1,New private road with address ranges,31
-1,New Private road with address ranges,1
-1,NEW private road with address ranges,1
-1,New private road with address ranges.,1
-1,New private road with address ranges; Note TRAFALIGN,2
-1,New private road with address rnages,1
-1,NEW private road with ADDRESSES,1
-1,"New private road, includes ADDRESS RANGES + Note FCC = A43 (private cul-de-sac)",3
-1,"New private road, includes ADDRESS RANGES.",6
-1,"New private road, including Address Ranges",1
-1,New private roadway,1
-1,New private roadway incl. ADDRESS RANGES,2
-1,New private roadway with address ranges,1
-1,"NEW private, addressed road segment (FCC is NOT ""A43"") + Note TRAFALIGN",2
-1,"NEW private, addressed road segment (name unknown at present)",3
-1,"New private, named road + Note TRAFALIGN",2
-1,new road,2
-1,New Road - SECOND SUBMISSION,1
-1,New road segment,1
-1,"new road, private turned public upon completion",1
-1,New segment for boat launch.,2
-1,New segment for ebd lanes of City Minor Street,1
-1,New segment for ebd lanes of private raod,1
-1,New segment for loop road with addresses,1
-1,New segment for nbd lanes of divided road,2
-1,"New segment for nbd lanes of divided road (NOTE: This is NOT INSIDE the City of Holland, but it's a City Major road)",1
-1,NEW segment for Private Cul-de-sac (FCC = A43),1
-1,NEW segment for Private Road (FCC = A41),1
-1,New segment of City Minor Road,1
-1,New segment of County Local road added between Oak St and James Ave,1
-1,"NEW segment of named, addressed private road due to roadway realignment",1
-1,New segment of private circle drive.,2
-1,"New segment of private, named, addressed CUL-DE-SAC (FCC=A43)",1
-1,New segment of public but NON-MAINTAINED/IMPASSABLE (FCC = A90) alley to bring total certified length to 120 ft.,1
-1,NEW segment of road (replaces portions of Viaduct Rd and Vassar Ave),1
-1,"New segment to complete private, named & addressed cul-de-sac + Note TRAFALIGN",1
-1,New street segment,1
-1,NEW uncertified road segment + Note TRAFALIGN (""+""),1
-1,NEW unclassified road segment (FCC = A62),1
-1,NEW unnamed trailer park road segment (FCC = A65),2
-1,NEW unnamed trailer park road segment (FCC = A65) + Note TRAFALIGN,2
-1,NEW westbound (one-way) segment for Lincolnshire Dr,1
-1,newroad,6
-1,Newroad,4
-1,"Newroad (actually, a move of an incorrectly drawn segment 1,030 feet to the south)",1
-1,Newroad (alley),2
-1,Newroad (City Minor cul-de-sac),1
-1,Newroad (FCC = A65),1
-1,Newroad (new cul-de-sac); FCC = A33,1
-1,Newroad (NOT a cul-de-sac),1
-1,Newroad (NOT cul-de-sac),6
-1,"Non-existant, never-constructed private roadway. Please DELETE.",1
-1,"NOT a public/certified road. FCC = A41, LEGALSYSTEM = 0. Also corrected ADDRESS RANGES.",1
-1,paved,1
-1,"paved, corrected address range",1
-1,Proposed route of road in Singapore Dunes Development to be constructed in 2014-15.,7
-1,"recorrected address ranges20120615 ,Corrected ADDRESS RANGES + REMOVE FENAME2/FETYPE2 (Has NEVER been Wiley Rd)",1
-1,redraw and corect address ranges,3
-1,redraw and correct address ranges,2
-1,redraw and corrected address ranges,2
-1,redraw for Nellie Dr,2
-1,REMOVE ADDRESS RANGES (it's okay!) + MOVE entire segment to proper location.,1
-1,Remove duplicate FENAME2/FETYPE2 + Added ADDRESS RANGES,2
-1,Remove duplicate FENAME2/FETYPE2 + Corrected ADDRESS RANGES,1
-1,REMOVE duplicative FENAME2/FETYPE2 (Same in both fields),6
-1,REMOVE duplicative FENAME2/FETYPE2 (Same in both fields) + Corrected ADDRESSES,2
-1,REMOVE duplicative FENAME2/FETYPE2 (Same in both fields) + REMOVED FEDIRP,4
-1,REMOVE duplicative FENAME2/FETYPE2 (Same in both fields) + REMOVED FEDIRP + Corrected ADDRESS RANGES,4
-1,REMOVE duplicative FENAME2/FETYPE2 (Same in both fields) + REMOVED FEDIRP + Corrected ADDRESSES,3
-1,REMOVE duplicative FENAME2/FETYPE2 (Same in both fields)\,1
-1,REMOVE duplicative FENAME2/FETYPE2 + REMOVED incorrected FEDIRP + Corrected ADDRESSES,1
-1,REMOVE errant FENAME2/FETYPE2,4
-1,REMOVE FEDIRP,2
-1,Remove FEDIRP (there is no FEDIRP here),1
-1,"Remove FEDIRP (there is no FEDIRP here), Corrected FENAME",1
-1,REMOVE FEDIRP + Correct FENAME + Add FENAME3/FETYPE3 + Correct ADDRESS RANGES,2
-1,Remove FEDIRP + Correct FENAME + Correct ADDRESSES + REPOSITIONED to center of road,1
-1,REMOVE FEDIRP + Corrected ADDRESS RANGES,2
-1,Remove FEDIRP; Corrected FENAME + Fixed ADDRESSES + REPOSITION to center of road,1
-1,Remove FEDIRP; Remove FENAME2+FETYPE2; Corrected ALL ADDRESS RANGES,3
-1,REMOVE FENAME2 (M-222 ends at US-131 ramps) + Added ADDRESS RANGES,2
-1,Remove FENAME2/FETYPE2 (duplicative),1
-1,REMOVE FENAME2/FETYPE2 (Has NEVER been Wiley Rd),1
-1,REMOVE FENAME2/FETYPE2 (never has been 59th St - please remove!),1
-1,REMOVE FENAME2/FETYPE2 + Corrected ADDRESS RANGES,1
-1,Remove FENAME2+FETYPE2 (this was never the name - a typo); Corrected ALL ADDRESS RANGES,2
-1,REMOVE FETYPE (Really - Please remove FETYPE) + Corrected ADDRESS RANGES,2
-1,Remove incorrect FEDIRP,3
-1,Remove incorrect FEDIRP + Added FENAME2/FETYPE2,4
-1,Remove Incorrect FENAME2 (Really? I-94? In Holland?) + Corrected ADDRESS RANGES,1
-1,Removed erroneous ADDRESS ranges,2
-1,REMOVED erroneous ADDRESS RANGES + REPOSITIONED segment to center of roadway,1
-1,Removed erroneous FENAME2/FETYPE2.,2
-1,Removed FEDIRP + Corrected FENAME,12
-1,Removed FEDIRP + Corrected FENAME + Corrected ADDRESS RANGES,1
-1,Removed FEDIRP + Corrected FENAME/FETYPE,1
-1,REMOVED FEDIRP2 + Corrected FENAME2/FETYPE2,1
-1,REMOVED FEDIRP2 + Corrected FENAME2/FETYPE2 and address ranges,2
-1,Removed FEDIRP3 + Corrected FENAME3 + Added ADDRESS RANGES,2
-1,Removed FENAME + Corrected FETYPE + Added FEDIRP2/FENAME2/FETYPE2,2
-1,Removed FENAME+FETYPE & ADDRESSES. Change FCC to A65 (this is an unnamed non-PR road),4
-1,Removed FENAME+FETYPE (Unnamed Road) + Added ADDRESS RANGES,1
-1,removed fename2 and fetype2,1
-1,"removed fename2 and fetype2, corrected address range",1
-1,Removed FENAME2/FETYPE2,1
-1,REMOVED FENAME2/FETYPE2 (Never was named Indianapolis) + REPOSITIONED segment,2
-1,Removed FENAME2/FETYPE2 + Added ADDRESS RANGES + REPOSITIONED on north end,1
-1,REMOVED FENAME2/FETYPE2 + Corrected ADDRESS RANGES,2
-1,REMOVED FENAME2/FETYPE2 + REPOSITIONED at south end,1
-1,Removed redundant FENAME2/FETYPE2,2
-1,"REMOVED west 2/3 of segment + Change FCC to A41 + Added FENAME, FENAME2 + Added ADDRESSES",1
-1,REPIOSITIONED at east end of segment + Corrected ADDRESS RANGES,1
-1,Replacing incorrectly deleted segment,3
-1,REPOSITION & SHORTEN to proper location + Corrected FETYPE,1
-1,REPOSITION + SPLIT for FCC (FCC=A41 - This is private portion beyond 400' certified segmnt)+ Fix FETYPE + Fix ADDRESSES,1
-1,REPOSITION at 129th Ave intersection + Corrected ADDRESS RANGES,1
-1,REPOSITION entier segment + Fix FENAME + Add FENAME2/FETYPE2 + Add ADDRESS RANGES,2
-1,REPOSITION entire segment + Correct ADDRESS RANGES,1
-1,REPOSITION entire segment + Fix FCC (A41) & LEGALSYSTEM (0) - this is a PRIVATE RD + Fix FENAME/FETYPE + Add ADDRESSES,1
-1,REPOSITION entire segment + Fix FENAME/FETYPE + Add FENAME2/FETYPE2 + Add ADDRESSES,1
-1,REPOSITION entire segment + Fix FENAME/FETYPE + Add FENAME2/FETYPE2 and 3 + Add ADDRESSES,1
-1,REPOSITION entire segment + REMOVE FEDIRP + Correct FENNAME + Add FENAME3/FETYPE3 + Correct ADDRESSES,1
-1,REPOSITION entire segment + REMOVE FEDIRS (Allegan Co does not use post directionals),1
-1,REPOSITION entire segment + REMOVE FENAME2/FETYPE2 (Never was Sailview Dr) + Fix ADDRESSES,1
-1,REPOSITION entire segment + SPLIT for newroad + Correct ADDRESS RANGES,2
-1,REPOSITION entire segment to proper location,3
-1,REPOSITION northern end of segment to center of roadway,1
-1,REPOSITION segment to center of roadway + Added ADDRESSES,1
-1,REPOSITION southern end of segment to center of roadway,1
-1,REPOSITION to center of realigned ramp (USING 2014 ORTHOS!),1
-1,REPOSITION to center of realigned roadway + Correct ADDRESSES + SPLIT for new road,2
-1,REPOSITION to center of roadway,10
-1,REPOSITION to center of roadway + Corrected ADDRESS RANGES,2
-1,"Reposition to center of roadway; Added FENAME, FETYPE; Corrected ALL ADDRESS RANGES",1
-1,REPOSITION to proper location,1
-1,REPOSITION to proper location + Added FENAME/FETYPE + Added ADDRESSES,1
-1,REPOSITION to proper location + Correct FENAME + Add FENAME2/FETYPE2 + Add ADDRESSES,1
-1,REPOSITION to proper location + Correct FENAME + Remove FETYPE,1
-1,REPOSITION to proper location + Fix FENAME/FETYPE + REMOVE FENAME2 + Fix ADDRESSES,2
-1,REPOSITION to proper location + REMOVE FEDIRP + Add FENAME3/FETYPE3 + Correct FENAME,1
-1,Reposition to proper location.,1
-1,Reposition to reflect realignment,1
-1,REPOSITIONED,1
-1,REPOSITIONED & LENGTHENED + Added ADDRESS RANGES,1
-1,REPOSITIONED (AGAIN!) to proper location + Corrected ADDRESS RANGES. Again.,1
-1,REPOSITIONED (Extended) on western end + Added ADDRESS RANGES,1
-1,REPOSITIONED (extended) segment to the south + Corrected ADDRESS RANGES,1
-1,Repositioned + Added ADDRESS RANGES,2
-1,REPOSITIONED + Added ADDRESS RANGES,2
-1,REPOSITIONED + Added FEDIRP + Corrected ADDRESS RANGES,1
-1,REPOSITIONED + Added FENAME2 + Corrected ADDRESS RANGES,2
-1,REPOSITIONED + Added FETYPE + Corrected ADDRESS RANGES,1
-1,REPOSITIONED + Added FETYPE + REMOVED FENAME2/FETYPE2 + Corrected ADDRESSES,1
-1,REPOSITIONED + Added Intercounty Highway designation to FENAME2,3
-1,"REPOSITIONED + Change FCC (FCC = A90) - this is an undriveable, certified right-of-way; no roadway present",1
-1,"REPOSITIONED + Change FCC to ""A41"" (named, private road) + Added FENAME/FETYPE + Added ADDRESS RANGES",2
-1,REPOSITIONED + Change FCC to ""A43"" (private cul-de-sac) + Corrected ADDRESS RANGES,1
-1,REPOSITIONED + Corrected ADDRESS RANGES,3
-1,REPOSITIONED + Corrected ADDRESS RANGES + Corrected FENAME,1
-1,REPOSITIONED + Corrected ADDRESSES + Corrected TRAFALIGN (""-""),1
-1,REPOSITIONED + Corrected FENAME + Corrected ADDRESS RANGES,1
-1,Repositioned + Corrected FENAME + Removed FENAME2/FETYPE2 + Added ADDRESSES,1
-1,REPOSITIONED + Corrected FENAME + Removed FETYPE + Added FENAME2/FETYPE2 + Corrected ADDRESSES,2
-1,REPOSITIONED + Corrected FENAME/FETYPE & FENAME2/FETYPE2 + Corrected ADDRESSES,2
-1,REPOSITIONED + Corrected FENAME/FETYPE + Added FENAME2/FETYPE2,2
-1,REPOSITIONED + Corrected FENAME/FETYPE + Added FENAME2/FETYPE2 + Corrected ADDRESSES,3
-1,REPOSITIONED + Corrected FENAME/FETYPE + ADDRESS RANGES,1
-1,REPOSITIONED + Corrected FENAME/FETYPE + Corrected ADDRESS RANGES,1
-1,REPOSITIONED + Corrected FETYPE & FETYPE2,1
-1,REPOSITIONED + EXTENDED road to proper length + Adjusted ADDRESS RANGES,1
-1,REPOSITIONED + SPLIT for A41/A43 correction + Corrected ADDRESSES,3
-1,"REPOSITIONED + SPLIT for Cul-de-Sac (THIS segment, FCC = A33) + Fix ADDRESSES",1
-1,"REPOSITIONED + SPLIT for Cul-de-Sac (THIS segment, FCC=A33) + Corrected ADDRESSES",1
-1,"REPOSITIONED + SPLIT for Cul-de-sac (THIS segment, FCC=A43) + Corrected ADDRESS RANGES",3
-1,"REPOSITIONED + SPLIT for cul-de-sac (THIS segment, FCC=A43) + Corrected FENAME/FETYPE + Corrected ADDRESSES",1
-1,REPOSITIONED + SPLIT for Cul-de-sac + Corrected ADDRESS RANGES,2
-1,REPOSITIONED + SPLIT for cul-de-sac + Corrected FENAME/FETYPE + Corrected ADDRESSES,1
-1,REPOSITIONED + SPLIT for FCC (FCC=""A32"" - this is a certified Co Local Rd) + Corrected ADDRESSES,1
-1,REPOSITIONED + SPLIT for FCC change + Fix FETYPE + Fix ADDRESSES,1
-1,"REPOSITIONED + SPLIT for FCC Code (FCC=A90 - this is a Certified Co Local, but is ""NOT DRIVEABLE"") + Fix ADDRESSES",1
-1,REPOSITIONED + SPLIT for FCC correction (THIS segment FCC=A43 Cul-de-Sac) + Fixed ADDRESSES,3
-1,REPOSITIONED and moved northern end of segment to the north + Corrected ADDRESSES,1
-1,REPOSITIONED and moved southern end of segment to the north + Corrected ADDRESSES,1
-1,REPOSITIONED as sbd lanes of divided roadway + Add FENAME2 + Fix ADDRESSES,1
-1,REPOSITIONED as sbd lanes of divided roadway + Split at City Limit + Add FENAME2 + Fix ADDRESSES,1
-1,REPOSITIONED as sbd lanes of divided roadway + Split at City Limit + Add FENAME2 + Fix ADDRESSES + Fix FMCDL/FMCDR,1
-1,REPOSITIONED at both ends for relocated A90 segments + Fixed ADDRESSES,1
-1,REPOSITIONED at both ends for relocated A90 segments + Fixed ADDRESSES + REMOVED duplcative FENAME2/FETYPE2,1
-1,REPOSITIONED at BOTH ENDS to proper location + Corrected ADDRESS RANGES,1
-1,REPOSITIONED at eastern end of segment + Added ADDRESS RANGES,1
-1,Repositioned at eastern end to proper location + Added ADDRESS RANGES,1
-1,REPOSITIONED at north end of segment + Corrected ADDRESS RANGES,1
-1,REPOSITIONED at north end to proper location + Corrected ADDRESS RANGES,1
-1,REPOSITIONED at northwest end + Added ADDRESS RANGES,1
-1,REPOSITIONED at Old Pine Rd intersection + Corrected ADDRESS RANGES,1
-1,Repositioned at Sagewood Ct; Corrected ADDRESS RANGES,1
-1,Repositioned at Sagewood Ct; Corrected FRADDL+FRADDR,1
-1,REPOSITIONED at south end + Added ADDRESS RANGES,1
-1,REPOSITIONED at southern end of segment + Added ADDRESSES,1
-1,Repositioned at west end + Corrected ADDRESS RANGES,1
-1,REPOSITIONED at west end at curve with 66th St,1
-1,REPOSITIONED at west end of segment,1
-1,REPOSITIONED centerline to center of roadway over entire segment,1
-1,REPOSITIONED due to addition of other BAS segments.,1
-1,REPOSITIONED east end of segment - Does NOT conenct to Griffith St any more + Corrected ADDRESS RANGES,1
-1,REPOSITIONED east end of segment (at Harmony Ln) + Adjusted ADDRESS RANGES,1
-1,REPOSITIONED east end of segment at Washington St,1
-1,REPOSITIONED east end of segment to center of roadway,1
-1,REPOSITIONED east end to end of existing road + Corrected ADDRESS RANGES,1
-1,REPOSITIONED eastern end + Corrected FENAME/FETYPE + Added FENAME2/FETYPE2 + Corrected ADDRESSES,1
-1,Repositioned eastern end at Ferry/Park St + Corrected ADDRESS RANGES,1
-1,REPOSITIONED eastern end of segment for eastern extension of street + Corrected ADDRESSES,1
-1,REPOSITIONED eastern end to Corporate Boundary + Added FENAME2 + Added ADDRESS RANGES,1
-1,REPOSITIONED eastern part of segment + Corrected ADDRESS RANGES,1
-1,REPOSITIONED entire A90 segment to center of right-of-way.,2
-1,REPOSITIONED entire road to proper location + Fixed ADDRESS RANGES,1
-1,REPOSITIONED entire segment,13
-1,REPOSITIONED entire segment +  Added FENAME/FETYPE + Added ADDRESS RANGES,1
-1,REPOSITIONED entire segment + Added ADDRESS RANGES,7
-1,REPOSITIONED entire segment + Added ADDRESSES,3
-1,REPOSITIONED entire segment + Added FENAME2/FETYPE2 + Added ADDRESS RANGES,2
-1,REPOSITIONED entire segment + Adjusted ADDRESS RANGES,1
-1,REPOSITIONED entire segment + Corrected ADDRESS RANGES,19
-1,REPOSITIONED ENTIRE SEGMENT + Corrected ADDRESS RANGES,1
-1,"REPOSITIONED entire segment + Corrected ADDRESS RANGES (all on R side, none on L)",1
-1,REPOSITIONED entire segment + Corrected FENAME,2
-1,REPOSITIONED entire segment + Corrected FENAME +  Corrected ADDRESS RANGE,1
-1,REPOSITIONED entire segment + Corrected FENAME + Added FENAME2/FETYPE2,1
-1,REPOSITIONED entire segment + Corrected FENAME + Corrected ADDRESS RANGES,1
-1,REPOSITIONED entire segment + Corrected FENAME/FETYPE + Added FENAME2/FETYPE2,1
-1,REPOSITIONED entire segment + Corrected FENAME/FETYPE + Corrected ADDRESS RANGES,1
-1,REPOSITIONED entire segment + Corrected FENAME/FETYPE + Corrected ADDRESSES,1
-1,REPOSITIONED entire segment + Corrected FENAME/FETYPE + REMOVED FENAME2/FETYPE2 + Added ADDRESSES,1
-1,REPOSITIONED entire segment + Corrected FENAME/FETYPE + REMOVED FENAME2/FETYPE2 + Corrected ADDRESS RANGES,1
-1,REPOSITIONED entire segment + Corrected FETYPE + REMOVED FENAME2/FETYPE2 + Corrected ADDRESSES,1
-1,REPOSITIONED entire segment + Fix FENAME + Add FENAME2/FETYPE2 + Fix ADDRESS RANGES,2
-1,REPOSITIONED entire segment + Fixed ADDRESSES + Fixed FEDIRP/FENAME/FEDIRP2/FENAME2,2
-1,REPOSITIONED entire segment + REMOVED FENAME2/FETYPE2 + Corrected ADDRESS RANGES,1
-1,REPOSITIONED entire segment + Split for A41/A43 + Added ADDRESSES,1
-1,REPOSITIONED entire segment + Split for A41/A43 + Removed FEDIRP + Correct FENAME/FETYPE + Added ADDRESSES,1
-1,REPOSITIONED entire segment onto centerline of roadway,1
-1,REPOSITIONED entire segment to center of cul-de-sac + Corrected ADDRESSES,1
-1,REPOSITIONED entire segment to center of road,1
-1,REPOSITIONED entire segment to center of road + Corrected ADDRESS RANGES,1
-1,REPOSITIONED entire segment to center of road + Corrected ADDRESSES,2
-1,REPOSITIONED entire segment to center of roadway,18
-1,REPOSITIONED entire segment to center of roadway (esp. at Manlius Rd intersection),1
-1,REPOSITIONED entire segment to center of roadway + Corrected ADDRESS RANGES,3
-1,REPOSITIONED entire segment to center of roadway + Corrected ADDRESSES,1
-1,REPOSITIONED entire segment to center of roadway.,1
-1,REPOSITIONED entire segment to new location,2
-1,REPOSITIONED entire segment to proper location,3
-1,REPOSITIONED ENTIRE SEGMENT to proper location,1
-1,REPOSITIONED entire segment to proper location (esp at north end),1
